Condo Name,District,Date Posted,Agent Id,Price,Beds,Bathrooms,Sq Feet,Sq Meter
Honolulu Tower ,D10,"18 Mar, 2014",306918,"SGD 17,999 (Negotiable)",4,5,"5,832 sqft",542 sqm
Le Crescendo ,D14,"18 Mar, 2014",306918,"SGD 7,999 (Guide Price)",4,0,"3,393 sqft",315 sqm
Scotts 28 ,D09,"18 Mar, 2014",306918,"SGD 5,999 (Guide Price)",2,2,"1,098 sqft",102 sqm
Cashew Villas ,D23,"18 Mar, 2014",306918,"SGD 9,100 ",5,4,"4,402 sqft",409 sqm
Casa Irrawaddy ,D12,"18 Mar, 2014",306918,"SGD 4,999 (Negotiable)",3,2,"1,100 sqft",102 sqm
Horizon Gardens ,D20,"18 Mar, 2014",306918,"SGD 5,000 (View to offer)",5,4,"2,830 sqft",263 sqm
Icon ,D02,"18 Mar, 2014",306918,"SGD 3,999 (Offers in Excess of)",1,1,570 sqft,53 sqm
Icon ,D02,"18 Mar, 2014",306918,"SGD 3,999 (Negotiable)",1,1,581 sqft,54 sqm
Trevista@Toa Payoh ,D12,"18 Mar, 2014",306918,"SGD 3,999 (Guide Price)",2,2,893 sqft,83 sqm
The Quayside ,D09,"18 Mar, 2014",306918,"SGD 3,499 (Guide Price)",1,1,323 sqft,30 sqm
Nassim Regency ,D10,"18 Mar, 2014",306918,"SGD 9,999 (Offers in Excess of)",3,0,"2,024 sqft",188 sqm
The Sail@Marina Bay ,D01,"18 Mar, 2014",306918,"SGD 5,499 (Offers in Excess of)",2,2,893 sqft,83 sqm
River Place ,D03,"18 Mar, 2014",306918,"SGD 5,000 ",1,1,886 sqft,82 sqm
Dalla Vale ,D26,"18 Mar, 2014",306918,"SGD 6,199 ",4,4,"3,261 sqft",303 sqm
Marina Bay Suites ,D01,"18 Mar, 2014",306918,"SGD 10,888 (View to offer)",4,3,"2,056 sqft",191 sqm
Serviced Studios at Beach Road ,D07,"18 Mar, 2014",306918,"SGD 2,800 (Guide Price)",1,1,380 sqft,35 sqm
Studios at East Coast ,D15,"18 Mar, 2014",306918,"SGD 3,599 (Guide Price)",1,1,500 sqft,46 sqm
Helios Residences ,D09,"18 Mar, 2014",306918,"SGD 10,999 (Negotiable)",3,3,"1,701 sqft",158 sqm
The Quayside ,D09,"18 Mar, 2014",306918,"SGD 7,999 (View to offer)",3,3,"1,345 sqft",125 sqm
Clover By The Park ,D20,"18 Mar, 2014",306918,"SGD 5,800 (View to offer)",3,4,"1,862 sqft",173 sqm
Soleil @ Sinaran ,D11,"18 Mar, 2014",306918,"SGD 3,999 (Offers in Excess of)",1,1,581 sqft,54 sqm
Reflections At Keppel Bay ,D04,"18 Mar, 2014",306918,"SGD 12,000 (Negotiable)",4,5,"2,465 sqft",229 sqm
Beverly Hill ,D10,"18 Mar, 2014",306918,"SGD 19,999 (Negotiable)",4,4,"3,778 sqft",351 sqm
5 lorong 15 geylang ,D14,"18 Mar, 2014",301301,SGD 980 ,1,1,200 sqft,19 sqm
Changi Court ,D16,"18 Mar, 2014",180581,"SGD 3,000 (Guide Price)",3,3,"1,163 sqft",108 sqm
Upper serangoon ,D08,"18 Mar, 2014",301301,"SGD 1,700 (Guide Price)",1,1,350 sqft,33 sqm
Prestige Heights ,D12,"18 Mar, 2014",283982,"SGD 3,300 (Negotiable)",2,0,581 sqft,54 sqm
Seran Court ,D13,"18 Mar, 2014",301301,"SGD 2,300 (Guide Price)",1,3,300 sqft,28 sqm
12A YIO CHU KANG ,D19,"18 Mar, 2014",301301,"SGD 1,900 ",1,1,350 sqft,33 sqm
12a Serangoon centre ,D08,"18 Mar, 2014",301301,"SGD 2,000 (Price on Ask)",1,1,350 sqft,33 sqm
The Foresta @ Mount Faber ,D04,"18 Mar, 2014",286414,"SGD 4,000 (Offers in Excess of)",2,2,721 sqft,67 sqm
upper serangoon road ,D08,"18 Mar, 2014",301301,"SGD 2,000 ",1,1,350 sqft,33 sqm
Cavenagh Lodge ,D09,"18 Mar, 2014",305328,"SGD 5,700 (Guide Price)",3,0,"1,353 sqft",126 sqm
Citylights ,D08,"18 Mar, 2014",298804,"SGD 4,800 (Guide Price)",2,2,926 sqft,87 sqm
Lermit Lodge ,D10,"18 Mar, 2014",297315,"SGD 8,399 (Negotiable)",3,0,"2,400 sqft",223 sqm
Serenity Park ,D28,"18 Mar, 2014",285270,"SGD 3,200 (View to offer)",3,3,"1,337 sqft",125 sqm
Citylights ,D08,"18 Mar, 2014",298804,"SGD 3,700 (Guide Price)",1,1,560 sqft,53 sqm
Centro Residences ,D20,"18 Mar, 2014",298804,"SGD 8,500 (Guide Price)",4,3,"2,390 sqft",223 sqm
River Place ,D03,"18 Mar, 2014",285270,"SGD 8,000 (View to offer)",4,3,"2,067 sqft",193 sqm
Ocean Park Penthouse Breezy Terrace ,D15,"18 Mar, 2014",285270,"SGD 6,300 (Negotiable)",4,4,"3,200 sqft",297 sqm
JJH APARTMENT ,D14,"18 Mar, 2014",301301,"SGD 1,200 ",1,1,100 sqft,10 sqm
Amber  Modern HOME - East Coast  ,D15,"18 Mar, 2014",285270,"SGD 4,000 (Negotiable)",3,2,"1,200 sqft",111 sqm
Ferraria Park Condo ,D17,"18 Mar, 2014",283176,"SGD 3,000 (Offers in Excess of)",2,0,"1,023 sqft",95 sqm
Carissa Park Condo ,D17,"18 Mar, 2014",283176,SGD 900 ,1,0,150 sqft,14 sqm
Changi Green ,D16,"18 Mar, 2014",283176,"SGD 3,500 (Offers in Excess of)",4,4,"1,430 sqft",133 sqm
Carissa Park Condo ,D17,"18 Mar, 2014",283176,"SGD 3,200 ",3,0,"1,302 sqft",121 sqm
The Gale ,D17,"18 Mar, 2014",283176,"SGD 3,000 (Offers in Excess of)",2,0,990 sqft,92 sqm
Estella Gardens ,D17,"18 Mar, 2014",283176,"SGD 2,999 ",3,3,"1,292 sqft",120 sqm
Serangoon central  ,D11,"18 Mar, 2014",301301,"SGD 2,300 (Guide Price)",1,1,400 sqft,38 sqm
12a yio chu kang road Sgoon MRT ,D08,"18 Mar, 2014",301301,"SGD 2,000 (Guide Price)",1,1,400 sqft,38 sqm
The Shore Residences ,D15,"18 Mar, 2014",294914,"SGD 5,500 (View to offer)",3,2,"1,292 sqft",121 sqm
Centro Residences ,D20,"18 Mar, 2014",304029,"SGD 4,800 (Negotiable)",3,2,904 sqft,84 sqm
The Sea View ,D15,"18 Mar, 2014",298804,"SGD 5,000 (Guide Price)",3,2,"1,216 sqft",113 sqm
Bluwaters 2 ,D17,"18 Mar, 2014",279056,"SGD 5,000 (Negotiable)",3,3,"2,217 sqft",206 sqm
Allsworth Park ,D10,"18 Mar, 2014",282651,"SGD 4,000 (Guide Price)",2,0,"1,033 sqft",96 sqm
The Shore Residences ,D15,"18 Mar, 2014",294914,"SGD 4,000 (Guide Price)",2,2,926 sqft,87 sqm
Spring Grove ,D10,"18 Mar, 2014",314370,"SGD 7,800 (Price on Ask)",3,0,"1,389 sqft",129 sqm
Parc Vista ,D22,"18 Mar, 2014",314370,"SGD 3,500 (View to offer)",2,0,"1,050 sqft",98 sqm
Serangoon MRT Seran Court ,D12,"18 Mar, 2014",301301,"SGD 2,300 (Guide Price)",1,1,400 sqft,38 sqm
Mera Springs ,D08,"18 Mar, 2014",305328,"SGD 4,400 (Guide Price)",3,0,"1,298 sqft",121 sqm
Trevista ,D12,"18 Mar, 2014",298990,"SGD 5,000 (Negotiable)",3,2,"1,141 sqft",106 sqm
The Shore Residences ,D15,"18 Mar, 2014",294914,"SGD 2,900 ",1,1,592 sqft,55 sqm
ICB Shopping Centre  ,D19,"18 Mar, 2014",301301,"SGD 2,000 ",1,1,350 sqft,33 sqm
The Shore Residences ,D15,"18 Mar, 2014",294914,"SGD 3,700 (Guide Price)",2,2,872 sqft,82 sqm
Island View ,D05,"18 Mar, 2014",293535,"SGD 8,800 (Negotiable)",4,4,"3,089 sqft",287 sqm
Waterview ,D18,"18 Mar, 2014",294914,"SGD 3,400 ",3,0,"1,130 sqft",105 sqm
Waterview ,D18,"18 Mar, 2014",294914,"SGD 3,000 ",2,0,926 sqft,87 sqm
Waterview ,D18,"18 Mar, 2014",294914,"SGD 2,700 ",2,0,786 sqft,74 sqm
Waterview ,D18,"18 Mar, 2014",294914,"SGD 4,500 ",4,0,"1,324 sqft",123 sqm
The Shore Residences ,D15,"18 Mar, 2014",294914,"SGD 4,000 (Guide Price)",2,2,893 sqft,83 sqm
The Wilshire ,D10,"18 Mar, 2014",205564,"SGD 5,500 (Guide Price)",3,3,"2,281 sqft",212 sqm
Ris Grandeur ,D18,"18 Mar, 2014",279613,"SGD 3,200 (Negotiable)",2,2,"1,066 sqft",99 sqm
The Minton ,D19,"18 Mar, 2014",294914,"SGD 3,200 ",2,0,980 sqft,92 sqm
The Minton ,D19,"18 Mar, 2014",294914,"SGD 3,200 ",2,0,"1,097 sqft",102 sqm
Centro Residences ,D20,"18 Mar, 2014",313337,"SGD 4,800 ",2,0,"1,453 sqft",135 sqm
The Scala ,D19,"18 Mar, 2014",294914,"SGD 3,800 (Guide Price)",2,0,829 sqft,78 sqm
Viz At Holland ,D10,"18 Mar, 2014",282651,"SGD 3,000 (Guide Price)",1,0,500 sqft,46 sqm
The Scala ,D19,"18 Mar, 2014",294914,"SGD 3,950 (Guide Price)",2,0,850 sqft,79 sqm
Bayshore Park ,D16,"18 Mar, 2014",288148,"SGD 2,900 (Negotiable)",2,2,963 sqft,89 sqm
The Scala ,D19,"18 Mar, 2014",294914,"SGD 4,200 (Guide Price)",3,3,"1,044 sqft",97 sqm
Centro Residences ,D20,"18 Mar, 2014",289103,"SGD 3,800 ",2,2,872 sqft,82 sqm
High Point ,D09,"18 Mar, 2014",313337,"SGD 7,999 (Offers in Excess of)",5,0,"2,900 sqft",269 sqm
Casafina ,D16,"18 Mar, 2014",283655,"SGD 3,500 ",3,2,"1,163 sqft",108 sqm
Changi Garden ,D17,"18 Mar, 2014",205564,"SGD 4,500 (Guide Price)",5,4,"2,798 sqft",260 sqm
Spottiswoods Residences ,D02,"18 Mar, 2014",282127,Price on Ask ,1,1,624 sqft,58 sqm
The Scala ,D19,"18 Mar, 2014",294914,"SGD 3,000 (Guide Price)",1,1,474 sqft,45 sqm
Country Park ,D16,"18 Mar, 2014",294914,"SGD 4,300 (Offers in Excess of)",3,0,"1,360 sqft",127 sqm
The Scala ,D19,"18 Mar, 2014",294914,"SGD 4,800 ",3,3,"1,098 sqft",103 sqm
Waterview ,D18,"18 Mar, 2014",301301,"SGD 3,000 ",2,2,786 sqft,74 sqm
Icon ,D02,"18 Mar, 2014",294914,"SGD 4,800 (Offers in Excess of)",1,0,850 sqft,79 sqm
Isuites@Palm ,D19,"18 Mar, 2014",293535,"SGD 2,200 (Negotiable)",1,1,430 sqft,40 sqm
Isuites@Palm ,D19,"18 Mar, 2014",293535,"SGD 2,300 (Negotiable)",1,1,463 sqft,43 sqm
Cube 8 ,D11,"18 Mar, 2014",290664,"SGD 3,200 (Negotiable)",1,1,560 sqft,52 sqm
La Suisse II ,D11,"18 Mar, 2014",298990,"SGD 5,800 (Negotiable)",3,3,"2,060 sqft",191 sqm
Elias Green ,D18,"18 Mar, 2014",301340,"SGD 3,600 (Negotiable)",3,2,"1,550 sqft",144 sqm
Waterbank At Dakota ,D14,"18 Mar, 2014",298804,"SGD 5,000 (Guide Price)",3,2,"1,141 sqft",106 sqm
The Shore Residences ,D15,"18 Mar, 2014",298804,"SGD 3,500 (Negotiable)",1,1,592 sqft,55 sqm
City Square Residences ,D08,"18 Mar, 2014",298804,"SGD 4,200 (Negotiable)",2,2,840 sqft,79 sqm
Modena ,D18,"18 Mar, 2014",279056,Price on Ask ,3,0,"1,500 sqft",139 sqm
Bluwaters ,D17,"18 Mar, 2014",279056,Price on Ask ,3,2,"2,217 sqft",206 sqm
Katong Park Towers ,D15,"18 Mar, 2014",279056,"SGD 4,650 (View to offer)",3,0,"2,131 sqft",198 sqm
The Hamilton Scotts ,D09,"18 Mar, 2014",298990,"SGD 15,000 (Negotiable)",3,2,"2,800 sqft",260 sqm
The Vue Brand New Condo Near Serangoon MRT ,D19,"18 Mar, 2014",304029,"SGD 2,800 (Guide Price)",2,1,495 sqft,46 sqm
Cardiff residence ,D19,"18 Mar, 2014",302813,"SGD 3,800 (Negotiable)",2,0,624 sqft,58 sqm
Icon ,D02,"18 Mar, 2014",302813,"SGD 6,200 (Negotiable)",2,0,"1,173 sqft",109 sqm
The centris ,D22,"18 Mar, 2014",302813,"SGD 4,100 (Negotiable)",2,0,"1,517 sqft",141 sqm
The centris ,D22,"18 Mar, 2014",302813,"SGD 4,700 (Guide Price)",3,0,"1,550 sqft",144 sqm
The lumiere ,D02,"18 Mar, 2014",302813,"SGD 4,000 (Negotiable)",1,0,646 sqft,60 sqm
368 Thomson ,D11,"18 Mar, 2014",279437,"SGD 5,200 ",3,2,"1,302 sqft",121 sqm
Breeze By The East ,D16,"18 Mar, 2014",305328,"SGD 8,000 (Guide Price)",3,0,"2,500 sqft",232 sqm
Coralis ,D15,"18 Mar, 2014",310462,"SGD 4,000 (Guide Price)",2,2,904 sqft,84 sqm
Carabelle ,D05,"18 Mar, 2014",310462,"SGD 5,500 (Guide Price)",3,3,"1,650 sqft",153 sqm
Coralis ,D15,"18 Mar, 2014",310462,"SGD 2,900 (Negotiable)",1,1,495 sqft,46 sqm
Villa Azura ,D10,"18 Mar, 2014",328143,"SGD 5,700 ",5,0,"1,765 sqft",164 sqm
Spanish Village ,D10,"18 Mar, 2014",328143,"SGD 5,700 ",4,0,"1,600 sqft",149 sqm
Gold Palm Mansions ,D15,"18 Mar, 2014",328143,"SGD 4,100 ",3,0,"1,098 sqft",102 sqm
Cosy Lodge ,D14,"18 Mar, 2014",328143,"SGD 3,800 (Guide Price)",3,2,"1,292 sqft",120 sqm
Serenity Park ,D28,"18 Mar, 2014",328143,"SGD 3,500 ",4,0,"1,313 sqft",122 sqm
Loft@Nathan ,D10,"18 Mar, 2014",289103,"SGD 3,500 ",1,1,538 sqft,50 sqm
Dalla Vale ,D26,"18 Mar, 2014",328143,"SGD 6,500 ",5,0,"3,261 sqft",303 sqm
Orange Regency ,D10,"18 Mar, 2014",328143,"SGD 7,300 (Guide Price)",5,0,"1,776 sqft",165 sqm
Vida ,D09,"18 Mar, 2014",328143,"SGD 7,200 (Guide Price)",3,0,"1,324 sqft",123 sqm
Cabana ,D28,"18 Mar, 2014",328143,"SGD 6,800 (Guide Price)",5,0,"2,885 sqft",268 sqm
Orchard Scotts ,D09,"18 Mar, 2014",328143,"SGD 9,600 ",4,0,"1,647 sqft",153 sqm
The Holland Collection ,D10,"18 Mar, 2014",328143,"SGD 9,500 ",3,3,"1,668 sqft",155 sqm
River Place ,D03,"18 Mar, 2014",328143,"SGD 9,300 (Guide Price)",5,0,"2,357 sqft",219 sqm
Grange 70 ,D10,"18 Mar, 2014",328143,"SGD 9,000 (Guide Price)",5,0,"1,981 sqft",184 sqm
Chancery Grove ,D11,"18 Mar, 2014",328143,"SGD 7,700 (Guide Price)",4,0,"2,013 sqft",187 sqm
Laguna Green ,D16,"18 Mar, 2014",328143,"SGD 6,600 ",5,0,"2,228 sqft",207 sqm
Nassim Regency ,D10,"18 Mar, 2014",328143,"SGD 11,000 (Price on Ask)",4,0,"2,024 sqft",188 sqm
Grange 80 ,D10,"18 Mar, 2014",328143,"SGD 10,900 (Guide Price)",5,0,"2,314 sqft",215 sqm
Rv Edge ,D10,"18 Mar, 2014",279437,"SGD 4,600 (View to offer)",2,2,"1,000 sqft",93 sqm
Loft@Nathan ,D10,"18 Mar, 2014",289103,"SGD 3,200 ",1,1,462 sqft,43 sqm
Mirage Tower ,D09,"18 Mar, 2014",310092,"SGD 6,000 (Offers in Excess of)",3,3,"1,744 sqft",162 sqm
Icon ,D02,"18 Mar, 2014",298804,"SGD 4,000 (Guide Price)",1,1,570 sqft,53 sqm
Cube 8 ,D11,"18 Mar, 2014",281002,"SGD 5,000 (Guide Price)",3,3,"1,335 sqft",124 sqm
The Ford@Holland ,D10,"18 Mar, 2014",281002,"SGD 3,750 (Negotiable)",1,1,506 sqft,47 sqm
Orchid Park Condo ,D27,"18 Mar, 2014",310092,"SGD 2,700 (Guide Price)",2,2,958 sqft,89 sqm
Cube 8 ,D11,"18 Mar, 2014",281002,"SGD 5,500 (Negotiable)",3,3,"1,475 sqft",137 sqm
2 RVG ,D09,"18 Mar, 2014",306321,"SGD 5,400 ",2,2,926 sqft,86 sqm
Claremont ,D09,"18 Mar, 2014",306321,"SGD 5,300 ",3,3,"1,200 sqft",111 sqm
Azalea Park ,D17,"18 Mar, 2014",279437,"SGD 3,200 (View to offer)",3,3,"1,313 sqft",122 sqm
Elliot at the East Coast ,D15,"18 Mar, 2014",306321,"SGD 3,800 ",2,2,980 sqft,91 sqm
Canberra Residences ,D27,"18 Mar, 2014",295520,"SGD 2,500 (Guide Price)",1,1,614 sqft,57 sqm
Fortune Spring ,D15,"18 Mar, 2014",306321,"SGD 3,500 ",3,2,"1,200 sqft",111 sqm
Crescendo Park ,D15,"18 Mar, 2014",306321,"SGD 4,500 ",3,3,"1,460 sqft",136 sqm
Gold Coast Condo ,D05,"18 Mar, 2014",306321,"SGD 4,800 ",3,3,"1,572 sqft",146 sqm
Harbour View Towers ,D04,"18 Mar, 2014",306321,"SGD 5,700 ",3,2,"1,206 sqft",112 sqm
Hilltops ,D09,"18 Mar, 2014",281002,"SGD 8,800 (View to offer)",2,2,"1,335 sqft",124 sqm
Hundred Trees ,D05,"18 Mar, 2014",306321,"SGD 4,700 ",3,3,"1,163 sqft",108 sqm
The Petals ,D23,"18 Mar, 2014",302546,"SGD 3,200 ",3,3,"1,300 sqft",121 sqm
Langston Ville ,D09,"18 Mar, 2014",306321,"SGD 4,600 ",3,2,947 sqft,88 sqm
Luxe Ville ,D05,"18 Mar, 2014",306321,"SGD 4,700 ",3,2,"1,356 sqft",126 sqm
Yong An Park ,D09,"18 Mar, 2014",310092,"SGD 13,000 (Negotiable)",4,6,"4,661 sqft",433 sqm
Oleanas Residences ,D09,"18 Mar, 2014",306321,"SGD 6,500 ",4,3,"1,916 sqft",178 sqm
Yong An Park ,D09,"18 Mar, 2014",310092,"SGD 14,000 (Negotiable)",4,5,"3,229 sqft",300 sqm
Orange Regency ,D10,"18 Mar, 2014",306321,"SGD 6,500 ",4,3,"1,776 sqft",165 sqm
Oleanas Residences ,D09,"18 Mar, 2014",306321,"SGD 6,000 (Negotiable)",4,3,"1,688 sqft",157 sqm
Regent Park ,D05,"18 Mar, 2014",306321,"SGD 3,800 (Negotiable)",3,3,"1,130 sqft",105 sqm
Palm Spring ,D10,"18 Mar, 2014",306321,"SGD 5,900 ",3,2,"1,500 sqft",139 sqm
Orchard Scotts ,D09,"18 Mar, 2014",306321,"SGD 9,400 ",3,3,"1,625 sqft",151 sqm
Park West ,D05,"18 Mar, 2014",306321,"SGD 3,500 ",3,2,"1,284 sqft",119 sqm
Parkshore ,D15,"18 Mar, 2014",306321,"SGD 5,300 (View to offer)",3,3,"1,337 sqft",124 sqm
Ria Apartments ,D05,"18 Mar, 2014",306321,"SGD 5,000 ",3,2,"1,054 sqft",98 sqm
Grandeur 8 ,D20,"18 Mar, 2014",281002,"SGD 3,990 (Negotiable)",3,3,"1,216 sqft",113 sqm
River Place ,D03,"18 Mar, 2014",306321,"SGD 7,300 ",2,2,"1,894 sqft",176 sqm
River Place ,D03,"18 Mar, 2014",306321,"SGD 8,200 ",4,3,"2,067 sqft",192 sqm
Royal Palm Mansions ,D05,"18 Mar, 2014",306321,"SGD 4,100 ",3,3,"1,238 sqft",115 sqm
Blue Horizon ,D05,"18 Mar, 2014",325556,"SGD 4,000 (Guide Price)",3,3,"1,227 sqft",114 sqm
Royal Palm Mansions ,D05,"18 Mar, 2014",306321,"SGD 3,900 ",3,2,"1,227 sqft",114 sqm
The Laurels @ Cairnhill Road ,D09,"18 Mar, 2014",306321,"SGD 4,500 (Guide Price)",1,2,549 sqft,51 sqm
The Morningside ,D09,"18 Mar, 2014",306321,"SGD 6,900 ",3,4,"1,722 sqft",160 sqm
West Bay Condo ,D05,"18 Mar, 2014",306321,"SGD 4,400 ",3,2,"1,227 sqft",114 sqm
The Sound ,D15,"18 Mar, 2014",306321,"SGD 4,600 ",3,2,"1,087 sqft",101 sqm
Southbank ,D07,"18 Mar, 2014",302546,"SGD 4,900 ",2,2,969 sqft,91 sqm
Vida ,D09,"18 Mar, 2014",306321,"SGD 6,200 ",1,2,764 sqft,71 sqm
Villa Marina ,D15,"18 Mar, 2014",306321,"SGD 3,800 ",2,3,"1,130 sqft",105 sqm
Harbourlights ,D04,"18 Mar, 2014",279437,"SGD 4,600 ",3,3,"1,300 sqft",121 sqm
Centro Residences ,D20,"18 Mar, 2014",289103,"SGD 4,000 ",3,3,"1,001 sqft",93 sqm
Ascentia Sky ,D03,"18 Mar, 2014",279437,"SGD 11,000 (Negotiable)",5,5,"3,100 sqft",288 sqm
Centro Residences ,D20,"18 Mar, 2014",289103,"SGD 4,000 ",3,3,"1,001 sqft",93 sqm
Ascentia Sky ,D03,"18 Mar, 2014",279437,"SGD 11,000 (Negotiable)",5,5,"3,100 sqft",288 sqm
Kovan Grandeur ,D19,"18 Mar, 2014",309332,"SGD 2,900 (Negotiable)",2,2,570 sqft,53 sqm
Springdale Condo ,D21,"18 Mar, 2014",302546,"SGD 3,500 ",3,3,"1,200 sqft",112 sqm
Goodluck Garden ,D21,"18 Mar, 2014",298804,"SGD 3,200 (Negotiable)",2,2,"1,100 sqft",103 sqm
Marina Bay Residences ,D01,"18 Mar, 2014",302546,"SGD 6,900 ",2,2,"1,055 sqft",99 sqm
The Inspira ,D09,"18 Mar, 2014",289487,"SGD 6,000 (View to offer)",3,3,"1,259 sqft",117 sqm
Freesia Woods ,D21,"18 Mar, 2014",318167,"SGD 4,500 (Negotiable)",3,0,"1,378 sqft",128 sqm
Centro Residences ,D20,"18 Mar, 2014",289103,"SGD 5,200 ",3,4,"1,281 sqft",120 sqm
368 Thomson ,D11,"18 Mar, 2014",279437,"SGD 6,800 ",4,3,"1,722 sqft",160 sqm
Neptune Court ,D15,"18 Mar, 2014",284580,"SGD 4,500 (Negotiable)",3,2,"1,636 sqft",152 sqm
Le Crescendo ,D14,"18 Mar, 2014",297315,"SGD 7,800 (Negotiable)",4,0,"3,393 sqft",315 sqm
Sanctuary Green ,D15,"18 Mar, 2014",297315,"SGD 5,300 (Negotiable)",3,0,"1,356 sqft",126 sqm
Amber glades ,D15,"18 Mar, 2014",297315,"SGD 6,100 (Negotiable)",3,0,"1,647 sqft",153 sqm
Gold Palm Mansions ,D15,"18 Mar, 2014",297315,"SGD 4,300 (Negotiable)",2,0,"1,100 sqft",102 sqm
D'Ecosia ,D15,"18 Mar, 2014",297315,"SGD 4,000 (Negotiable)",1,0,"1,010 sqft",94 sqm
Pebble Bay ,D15,"18 Mar, 2014",297315,View to offer ,4,0,"2,745 sqft",255 sqm
The Interlace ,D04,"18 Mar, 2014",294454,"SGD 6,000 (View to offer)",3,0,"1,755 sqft",164 sqm
The Paterson ,D09,"18 Mar, 2014",187975,"SGD 5,700 ",2,0,"1,200 sqft",111 sqm
The Metropolitan Condo ,D03,"18 Mar, 2014",318167,"SGD 6,300 (Negotiable)",3,3,"1,400 sqft",130 sqm
Hoa Nam Building ,D08,"18 Mar, 2014",278936,"SGD 2,400 (Negotiable)",1,1,500 sqft,46 sqm
368 Thomson ,D11,"18 Mar, 2014",279437,"SGD 6,500 ",4,3,"1,722 sqft",160 sqm
Spring Grove ,D10,"18 Mar, 2014",291008,"SGD 7,800 ",3,3,"1,389 sqft",129 sqm
The Interlace ,D04,"18 Mar, 2014",294454,"SGD 4,500 ",3,0,"1,076 sqft",100 sqm
Mandarin Gardens ,D15,"18 Mar, 2014",307650,"SGD 4,300 ",3,3,"1,572 sqft",146 sqm
City Square Residences ,D08,"18 Mar, 2014",288896,"SGD 3,300 (Offers in Excess of)",1,1,570 sqft,53 sqm
Spottiswoode Residences ,D02,"18 Mar, 2014",302546,"SGD 5,800 (Offers in Excess of)",2,2,947 sqft,88 sqm
Northvale ,D23,"18 Mar, 2014",278936,"SGD 3,100 (Price on Ask)",3,2,"1,300 sqft",121 sqm
Casa Merah ,D16,"18 Mar, 2014",288896,"SGD 5,600 ",4,4,"2,185 sqft",203 sqm
Auralis ,D15,"18 Mar, 2014",288896,"SGD 5,200 (Offers in Excess of)",3,3,"1,668 sqft",155 sqm
Amber Glades ,D15,"18 Mar, 2014",285270,"SGD 4,200 (View to offer)",3,0,"1,227 sqft",114 sqm
THE CLIFT - Your Hideaway Bachelor Pad ,D01,"18 Mar, 2014",285270,"SGD 4,999 (Offers in Excess of)",1,1,753 sqft,70 sqm
Country Park ,D16,"18 Mar, 2014",288896,"SGD 4,500 ",3,2,"1,360 sqft",126 sqm
Livingston Mansions ,D15,"18 Mar, 2014",288896,"SGD 4,500 ",4,4,"1,969 sqft",183 sqm
Costa Rhu ,D15,"18 Mar, 2014",288896,"SGD 7,500 ",4,3,"2,088 sqft",194 sqm
Mandarin Garden ,D15,"18 Mar, 2014",288896,"SGD 4,600 ",3,3,"1,528 sqft",142 sqm
River Place ,D03,"18 Mar, 2014",288896,"SGD 5,000 ",1,1,866 sqft,80 sqm
The Clift ,D01,"18 Mar, 2014",288896,"SGD 5,500 ",1,1,750 sqft,70 sqm
Chestervale ,D23,"18 Mar, 2014",283525,"SGD 3,500 ",4,3,"1,585 sqft",147 sqm
Mackenzie Regency ,D09,"18 Mar, 2014",288896,"SGD 3,000 ",1,1,550 sqft,51 sqm
Pearl-s Hill Terrace ,D03,"18 Mar, 2014",288896,"SGD 2,050 ",2,1,650 sqft,60 sqm
The Orchard Residences ,D09,"18 Mar, 2014",283525,"SGD 18,000 ",3,4,"2,174 sqft",202 sqm
One Amber ,D15,"18 Mar, 2014",288896,"SGD 3,900 (Negotiable)",2,2,958 sqft,89 sqm
Sommerville Park ,D10,"18 Mar, 2014",288896,"SGD 3,200 (Offers in Excess of)",1,1,624 sqft,58 sqm
368 Thomson ,D11,"18 Mar, 2014",279437,"SGD 3,500 ",1,1,689 sqft,65 sqm
The Interlace ,D04,"18 Mar, 2014",288896,"SGD 6,300 ",3,3,"1,765 sqft",164 sqm
The Makena ,D15,"18 Mar, 2014",288896,"SGD 5,500 (Negotiable)",4,4,"1,776 sqft",165 sqm
Spottiswoode Residences ,D02,"18 Mar, 2014",288896,"SGD 3,500 ",1,1,603 sqft,56 sqm
Dunearn Lodge ,D11,"18 Mar, 2014",285270,"SGD 3,500 (Negotiable)",3,0,"1,100 sqft",102 sqm
Suites@Amber ,D15,"18 Mar, 2014",328143,"SGD 6,100 (Negotiable)",4,0,"1,668 sqft",155 sqm
2 Leonie Hill Road ,D09,"18 Mar, 2014",328143,"SGD 10,000 (Negotiable)",4,0,"2,715 sqft",252 sqm
Paradise Palms ,D15,"18 Mar, 2014",282104,"SGD 3,500 ",2,2,915 sqft,86 sqm
Royalville ,D10,"18 Mar, 2014",297315,Price on Ask ,3,0,"1,200 sqft",111 sqm
Pearl's Centre ,D01,"18 Mar, 2014",278936,"SGD 3,600 (Negotiable)",2,2,"1,000 sqft",93 sqm
Spottiswoode Residences ,D02,"18 Mar, 2014",302546,"SGD 3,700 ",1,1,603 sqft,57 sqm
Ardmore Park ,D10,"18 Mar, 2014",289487,"SGD 17,500 (Negotiable)",4,6,"2,885 sqft",268 sqm
The Sail@Marina Bay ,D01,"18 Mar, 2014",298804,"SGD 3,900 (Guide Price)",1,1,678 sqft,63 sqm
Bukit Regency ,D21,"18 Mar, 2014",278936,"SGD 3,400 (Price on Ask)",3,2,"1,420 sqft",132 sqm
